2019-11-29,馬鞍山 錦英苑 C座 錦強閣,8,9,554,6.000,"@10,830"
2019-11-29,馬鞍山 銀湖天峰 第03座,52,G,553,8.550,"@15,461"
2019-11-29,馬鞍山 富寶花園 第06座,15,E,431,5.200,"@12,065"
2019-11-29,馬鞍山 雲海 第02期 JASMINE AVE 別墅,,9,2151,53.534,"@24,888"
2019-11-29,馬鞍山 新港城 E座,31,3,374,3.000,"@8,021"
2019-11-29,馬鞍山 聽濤雅苑 第11座,10,C,657,8.130,"@12,374"
2019-11-29,西貢 大埔仔188號,2,,,6.600,--
2019-11-29,西貢 北港23號A-B,1,B,,2.930,--
2019-11-29,西貢 逸瓏海匯 第01座,8,F,669,10.531,"@15,741"
2019-11-29,西貢 西沙小築,,D3,1502,21.000,"@13,981"
2019-11-29,沙田 灰瑤下新村12號,1,,,6.000,--
2019-11-29,沙田 富豪花園 帝皇閣,8,G,560,7.830,"@13,982"
2019-11-29,沙田 帝堡城 第03座,8,B,836,10.800,"@12,919"
2019-11-29,沙田 沙田第一城 第02期 第19座,25,A,451,7.880,"@17,472"
2019-11-29,沙田 沙田第一城 第04期 第38座,10,A,286,5.250,"@18,357"
2019-11-29,沙田 金獅花園 第02期 D座 金寧閣,16,3,284,4.790,"@16,866"
2019-11-29,沙田 晉名峰 B座,27,B,582,10.000,"@17,182"
2019-11-29,沙田 恒峰花園 第02座,12,G,871,11.780,"@13,525"
2019-11-29,沙田 景田苑 A座 文心閣,2,3,431,4.000,"@9,281"
2019-11-29,沙田 景田苑 B座 正心閣,6,7,467,5.800,"@12,420"
2019-11-29,沙田 沙田中心 B座 海寧大廈,11,D,380,6.350,"@16,711"
2019-11-29,沙田 沙田中心 C座 佳寧大廈,6,E,357,6.230,"@17,451"
2019-11-29,沙田 穗禾苑 A座 豐裕閣,16,7,473,5.010,"@10,592"
2019-11-29,沙田 溱岸8號 第05座,30,F,722,13.100,"@18,144"
2019-11-29,沙田 愉田苑 D座 愉澤閣,27,7,449,6.000,"@13,363"
2019-11-29,將軍澳 富康花園 第02期 第10座,18,C,592,5.670,"@9,578"
2019-11-29,將軍澳 帝景灣 第03座,6,E,546,9.360,"@17,143"
2019-11-29,將軍澳 日出康城 第02期 領都 第05座 左翼,20,LA,674,7.000,"@10,386"
2019-11-29,將軍澳 日出康城 第02期 領峰 第07座 左翼,22,LA,679,9.000,"@13,255"
2019-11-29,將軍澳 新都城 第01期 第03座,7,C,377,6.000,"@15,915"
2019-11-29,將軍澳 新都城 第02期 第07座,26,D,448,7.350,"@16,406"
2019-11-29,將軍澳 都會駅 第02期 城中駅 第07座,67,H,646,9.488,"@14,687"
2019-11-29,將軍澳 都會駅 第02期 城中駅 第09座,33,A,700,9.380,"@13,400"
2019-11-29,將軍澳 唐俊街23號,5,H,372,7.350,"@19,758"
2019-11-29,將軍澳 維景灣畔 第03期 第12座,43,B,540,9.000,"@16,667"
2019-11-29,將軍澳 維景灣畔 第03期 第16座,38,D,831,15.780,"@18,989"
2019-11-29,將軍澳 將軍澳中心 第01期 第08座,43,A,585,3.000,"@5,128"
2019-11-29,將軍澳 疊翠軒 第01座,17,C,479,6.380,"@13,319"
2019-11-29,將軍澳 怡心園 第05座,30,B,595,7.680,"@12,908"
2019-11-29,將軍澳 峻瀅 II 第02座,20,G,503,7.500,"@14,911"
2019-11-29,將軍澳 天晉 II 第01B座,5,C,999,18.000,"@18,018"
2019-11-29,將軍澳 天晉 IIIA 第03A座,12,C,544,9.250,"@17,004"
2019-11-29,將軍澳 將軍澳廣場 第01期 第01座,18,A,713,11.070,"@15,526"
2019-11-29,將軍澳 將軍澳廣場 第02期 第05座,3,F,591,8.000,"@13,536"
2019-11-29,將軍澳 茵怡花園 第03座,23,C,559,6.900,"@12,343"
2019-11-29,大埔 散頭角82號A,G-1,,,9.200,--
2019-11-29,大埔 黃魚灘52號,G,,,6.680,--
2019-11-29,大埔 船灣詹屋405號,1,,,5.430,--
2019-11-29,大埔 美豐花園 B座,4,8,300,4.500,"@15,000"
2019-11-29,大埔 新峰花園 第02期 第03座,5,C,885,3.250,"@3,672"
2019-11-29,大埔 新峰花園 第02期 第07座,1,A,589,7.150,"@12,139"
2019-11-29,大埔 富亨村 第09座 亨耀樓,12,10,443,4.390,"@9,910"
2019-11-29,大埔 康樂園 第18街,,34,,22.680,--
2019-11-29,大埔 逸瓏灣8 第03C座,2,A,700,9.666,"@13,809"
2019-11-29,大埔 朗濤 第08B座,7,E,391,6.834,"@17,478"
2019-11-29,大埔 寶樂樓,4,A,584,3.600,"@6,164"
2019-11-29,大埔 大埔中心 第03座,5,C,343,4.980,"@14,519"
2019-11-29,大埔 天鑽 第01座,19,J,384,6.889,"@17,940"
2019-11-29,大埔 天鑽 第06座,2,B,736,9.744,"@13,239"
2019-11-29,大埔 天鑽 第07座,7,A,617,8.735,"@14,157"
2019-11-29,荃灣 沙咀道347-355號,4,349B,529,4.500,"@8,507"
2019-11-29,荃灣 荃威花園 B座,16,3,466,5.000,"@10,730"
2019-11-29,荃灣 荃威花園 R座,34,5,536,5.700,"@10,634"
2019-11-29,荃灣 麗城花園 第01期 第02座,16,A,689,8.200,"@11,901"
2019-11-29,荃灣 麗城花園 第02期 第04座,12,D,676,7.950,"@11,760"
2019-11-29,荃灣 愉景新城 第08座,27,C,477,7.160,"@15,010"
2019-11-29,荃灣 樂悠居,38,17,471,6.000,"@12,739"
2019-11-29,荃灣 紅棉大廈,4,A,565,5.000,"@8,850"
2019-11-29,荃灣 綠楊新村 R座,19,6,443,6.850,"@15,463"
2019-11-29,荃灣 全城匯 第07座,10,E,524,10.800,"@20,611"
2019-11-29,荃灣 海濱花園 第09座 海觀閣,22,H,677,8.900,"@13,146"
2019-11-29,荃灣 浪翠園 第04期 第13座,3,C,479,5.300,"@11,065"
2019-11-29,荃灣 灣景廣場,21,C,653,10.000,"@15,314"
2019-11-29,荃灣 映日灣 第02座,10,I,280,5.536,"@19,771"
2019-11-29,荃灣 荃豐中心,20,B,336,5.450,"@16,220"
2019-11-29,荃灣 荃錦中心 第01座,27,C,375,5.330,"@14,213"
2019-11-29,荃灣 荃景花園 第03座,15,A,445,6.000,"@13,483"
2019-11-29,荃灣 荃德花園 B座,2,C,339,4.200,"@12,389"
2019-11-29,荃灣 華興樓,1,C,255,2.000,"@7,843"
2019-11-29,"元朗 田心村552,638號C",2,A,,14.800,--
2019-11-29,元朗 元崗新村212號,G,,,5.680,--
2019-11-29,元朗 臻頤,7,A9,332,5.496,"@16,554"
2019-11-29,元朗 臻頤,19,A8,434,6.970,"@16,060"
2019-11-29,元朗 富豪悅庭,,71B,2777,35.500,"@12,784"
2019-11-29,元朗 山水盈 第05座,8,A,937,10.766,"@11,490"
2019-11-29,元朗 山水盈 第05座,3,A,937,11.007,"@11,747"
2019-11-29,元朗 山水盈 第05座,3,B,916,9.906,"@10,814"
2019-11-29,元朗 錦繡花園 M段 紫荊西路,,72,950,11.800,"@12,421"
